,Algorithm,Sources,Interferers,Mics,RT60,Distance,SINR,seed,Iteration,Iteration_Index,Runtime [s],SI-SDR [dB],SI-SIR [dB],ΔSI-SDR [dB],ΔSI-SIR [dB],Success
0,ilrma,3,10,3,0.6344375,1.0,15,1675701733,0,0,0.0,-3.5089508080092777,-2.9290856649232015,0.0,0.0,0.0
1,ilrma,3,10,3,0.6344375,1.0,15,1675701733,100,1,0.8345282913240903,5.204999621858293,14.27243526746233,8.713950429867571,17.20152093238553,1.0
2,wpe+ilrma,3,10,3,0.6344375,1.0,15,1675701733,0,0,0.0,-3.5089508080092777,-2.9290856649232015,0.0,0.0,0.0
3,wpe+ilrma,3,10,3,0.6344375,1.0,15,1675701733,100,1,3.0891464838623146,5.232713599534109,13.585235198159163,8.741664407543388,16.514320863082364,1.0
4,ilrma,3,10,3,0.6344375,1.0,30,1675701733,0,0,0.0,-3.3184924457849596,-2.7526664163951495,0.0,0.0,0.0
5,ilrma,3,10,3,0.6344375,1.0,30,1675701733,100,1,0.6377868201500845,6.168962649753347,16.948237839854404,9.487455095538305,19.700904256249554,1.0
6,wpe+ilrma,3,10,3,0.6344375,1.0,30,1675701733,0,0,0.0,-3.3184924457849596,-2.7526664163951495,0.0,0.0,0.0
7,wpe+ilrma,3,10,3,0.6344375,1.0,30,1675701733,100,1,2.12686278388075,5.4926480654442384,15.264628343125594,8.811140511229198,18.017294759520745,1.0
8,ilrma,3,10,3,0.6344375,1.0,-5,1675701733,0,0,0.0,-10.823483484146912,-10.589328259345438,0.0,0.0,0.0
9,ilrma,3,10,3,0.6344375,1.0,-5,1675701733,100,1,0.6749232601868765,-9.9689294145835,-4.970629965604905,0.8545540695634148,5.618698293740532,0.0
10,wpe+ilrma,3,10,3,0.6344375,1.0,-5,1675701733,0,0,0.0,-10.823483484146912,-10.589328259345438,0.0,0.0,0.0
11,wpe+ilrma,3,10,3,0.6344375,1.0,-5,1675701733,100,1,2.1382172430102546,-11.005618310441966,-5.895336036618617,-0.18213482629505093,4.69399222272682,0.0
12,ilrma,3,10,3,0.6344375,1.0,25,1675701733,0,0,0.0,-3.3321094679429795,-2.7649903044284767,0.0,0.0,0.0
13,ilrma,3,10,3,0.6344375,1.0,25,1675701733,100,1,0.6537000956061622,6.142974985375685,16.676974336852638,9.475084453318665,19.441964641281114,1.0
14,wpe+ilrma,3,10,3,0.6344375,1.0,25,1675701733,0,0,0.0,-3.3321094679429795,-2.7649903044284767,0.0,0.0,0.0
15,wpe+ilrma,3,10,3,0.6344375,1.0,25,1675701733,100,1,2.2632918395038546,5.197728441979802,14.857632512178036,8.529837909922781,17.622622816606512,1.0
16,ilrma,3,10,3,0.6344375,1.0,10,1675701733,0,0,0.0,-3.9109053245183714,-3.3124478636870527,0.0,0.0,0.0
17,ilrma,3,10,3,0.6344375,1.0,10,1675701733,100,1,0.8179177782870561,4.302731125441895,11.709125947626596,8.213636449960267,15.02157381131365,1.0
18,wpe+ilrma,3,10,3,0.6344375,1.0,10,1675701733,0,0,0.0,-3.9109053245183714,-3.3124478636870527,0.0,0.0,0.0
19,wpe+ilrma,3,10,3,0.6344375,1.0,10,1675701733,100,1,2.9208711339246825,3.0880089697830315,10.243046196430319,6.998914294301403,13.55549406011737,1.0
20,ilrma,3,10,3,0.6344375,1.0,0,1675701733,0,0,0.0,-7.3515043543828185,-6.760030650602579,0.0,0.0,0.0
21,ilrma,3,10,3,0.6344375,1.0,0,1675701733,100,1,0.8225244106151983,-4.840226877725697,0.35200111009959495,2.511277476657123,7.112031760702173,0.6666666666666666
22,wpe+ilrma,3,10,3,0.6344375,1.0,0,1675701733,0,0,0.0,-7.3515043543828185,-6.760030650602579,0.0,0.0,0.0
23,wpe+ilrma,3,10,3,0.6344375,1.0,0,1675701733,100,1,3.100811122697498,-4.310020412655838,0.9445179729126362,3.0414839417269808,7.704548623515215,0.6666666666666666
24,ilrma,3,10,3,0.6344375,1.0,5,1675701733,0,0,0.0,-4.9982272426931935,-4.383001840580668,0.0,0.0,0.0
25,ilrma,3,10,3,0.6344375,1.0,5,1675701733,100,1,0.7867418336119989,1.6579713947748074,7.695394898114834,6.656198637468001,12.078396738695503,1.0
26,wpe+ilrma,3,10,3,0.6344375,1.0,5,1675701733,0,0,0.0,-4.9982272426931935,-4.383001840580668,0.0,0.0,0.0
27,wpe+ilrma,3,10,3,0.6344375,1.0,5,1675701733,100,1,3.7032110055658642,0.022998547777094962,6.079045118053313,5.021225790470289,10.462046958633982,1.0
28,ilrma,3,10,3,0.6344375,1.0,-10,1675701733,0,0,0.0,-15.399309962286859,-15.181255091399644,0.0,0.0,0.0
29,ilrma,3,10,3,0.6344375,1.0,-10,1675701733,100,1,0.8100944322392919,-18.84369077206897,-13.613378611803432,-3.4443808097821145,1.5678764795962123,0.0
30,wpe+ilrma,3,10,3,0.6344375,1.0,-10,1675701733,0,0,0.0,-15.399309962286859,-15.181255091399644,0.0,0.0,0.0
31,wpe+ilrma,3,10,3,0.6344375,1.0,-10,1675701733,100,1,3.058158329414471,-18.025680888520963,-13.017447660810538,-2.626370926234103,2.163807430589106,0.0
32,ilrma,3,10,3,0.6344375,1.0,20,1675701733,0,0,0.0,-3.3750735182790996,-2.804399229698585,0.0,0.0,0.0
33,ilrma,3,10,3,0.6344375,1.0,20,1675701733,100,1,0.8237329899876005,5.831379016833829,15.886486804622708,9.206452535112929,18.690886034321295,1.0
34,wpe+ilrma,3,10,3,0.6344375,1.0,20,1675701733,0,0,0.0,-3.3750735182790996,-2.804399229698585,0.0,0.0,0.0
