,Algorithm,Sources,Interferers,Mics,RT60,Distance,SINR,seed,Iteration,Iteration_Index,Runtime [s],SI-SDR [dB],SI-SIR [dB],ΔSI-SDR [dB],ΔSI-SIR [dB],Success
43,ilrma,3,10,3,0.6344375,1,0,1983958385,50,1,1.469275111,-7.906047293,1.947296715,-0.885595716,8.724425244,0.666666667
44,ilrma-t-IP,3,10,3,0.6344375,1,10,878579710,0,0,0,-3.545675502,-3.388921431,0,0,0
45,ilrma-t-IP,3,10,3,0.6344375,1,10,878579710,50,1,4.881863653,3.309823008,11.06953576,6.85549851,14.45845719,1
46,ilrma,3,10,3,0.6344375,1,10,878579710,0,0,0,-3.545675502,-3.388921431,0,0,0
47,ilrma,3,10,3,0.6344375,1,10,878579710,50,1,1.466046108,3.514573731,11.23718402,7.060249234,14.62610545,1
48,ilrma-t-IP,3,10,3,0.6344375,1,10,1402032510,0,0,0,-3.765214436,-3.476327207,0,0,0
49,ilrma-t-IP,3,10,3,0.6344375,1,10,1402032510,50,1,4.915109054,5.265209463,12.79072484,9.030423899,16.26705204,1
50,ilrma,3,10,3,0.6344375,1,10,1402032510,0,0,0,-3.765214436,-3.476327207,0,0,0
51,ilrma,3,10,3,0.6344375,1,10,1402032510,50,1,1.470178843,4.984379561,12.04474337,8.749593997,15.52107058,1
52,ilrma-t-IP,3,10,3,0.6344375,1,0,878579710,0,0,0,-6.829486751,-6.599126968,0,0,0
53,ilrma-t-IP,3,10,3,0.6344375,1,0,878579710,50,1,4.873854583,-5.620784928,-0.389951207,1.208701823,6.209175761,0.666666667
54,ilrma,3,10,3,0.6344375,1,0,878579710,0,0,0,-6.829486751,-6.599126968,0,0,0
55,ilrma,3,10,3,0.6344375,1,0,878579710,50,1,1.448838485,-8.648068661,0.303725539,-1.81858191,6.902852507,0.666666667
56,ilrma-t-IP,3,10,3,0.6344375,1,0,1358822685,0,0,0,-7.00714259,-6.775726198,0,0,0
57,ilrma-t-IP,3,10,3,0.6344375,1,0,1358822685,50,1,4.848047759,-6.574499921,-3.11403114,0.432642669,3.661695058,0.333333333
58,ilrma,3,10,3,0.6344375,1,0,1358822685,0,0,0,-7.00714259,-6.775726198,0,0,0
59,ilrma,3,10,3,0.6344375,1,0,1358822685,50,1,1.408661693,-11.88445337,-3.313888239,-4.877310777,3.461837958,0
60,ilrma-t-IP,3,10,3,0.6344375,1,10,1319794951,0,0,0,-3.450954634,-3.1589325,0,0,0
61,ilrma-t-IP,3,10,3,0.6344375,1,10,1319794951,50,1,4.887491012,3.458005069,10.69829493,6.908959703,13.85722743,1
