,Algorithm,Sources,Interferers,Mics,RT60,Distance,SINR,seed,Iteration,Iteration_Index,Runtime [s],SI-SDR [dB],SI-SIR [dB],ΔSI-SDR [dB],ΔSI-SIR [dB],Success
0,ilrma-t-IP,3,10,3,0.6344375,1.0,30,1675701733,0,0,0.0,-3.318481986117249,-2.7530695712068436,0.0,0.0,0.0
1,ilrma-t-IP,3,10,3,0.6344375,1.0,30,1675701733,100,1,9.098504974610123,6.728363488229121,18.326484322305184,10.04684547434637,21.079553893512028,1.0
2,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,30,1675701733,0,0,0.0,-3.318481986117249,-2.7530695712068436,0.0,0.0,0.0
3,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,30,1675701733,100,1,11.171251637884614,5.548087580080849,16.42769688916513,8.866569566198097,19.18076646037197,1.0
4,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,30,1675701733,0,0,0.0,-3.318481986117249,-2.7530695712068436,0.0,0.0,0.0
5,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,30,1675701733,100,1,15.977647107676447,5.548087580080849,16.42769688916513,8.866569566198097,19.18076646037197,1.0
6,ilrma,3,10,3,0.6344375,1.0,30,1675701733,0,0,0.0,-3.318481986117249,-2.7530695712068436,0.0,0.0,0.0
7,ilrma,3,10,3,0.6344375,1.0,30,1675701733,50,1,0.3520607536872681,6.952598003913411,17.982338498685603,10.271079990030659,20.735408069892443,1.0
8,wpe+ilrma,3,10,3,0.6344375,1.0,30,1675701733,0,0,0.0,-3.318481986117249,-2.7530695712068436,0.0,0.0,0.0
9,wpe+ilrma,3,10,3,0.6344375,1.0,30,1675701733,100,1,0.9121798632127996,5.141223515979068,14.972864179504903,8.459705502096318,17.725933750711746,1.0
10,ilrma-t-IP,3,10,3,0.6344375,1.0,30,1358822685,0,0,0.0,-3.1746849500938734,-2.8223099375538983,0.0,0.0,0.0
11,ilrma-t-IP,3,10,3,0.6344375,1.0,30,1358822685,100,1,8.840753001120039,7.9731517084278325,20.819896726939174,11.147836658521706,23.64220666449307,1.0
12,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,30,1358822685,0,0,0.0,-3.1746849500938734,-2.8223099375538983,0.0,0.0,0.0
13,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,30,1358822685,100,1,10.964045451666207,7.076206928189777,19.529141693580552,10.250891878283648,22.35145163113445,1.0
14,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,30,1358822685,0,0,0.0,-3.1746849500938734,-2.8223099375538983,0.0,0.0,0.0
15,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,30,1358822685,100,1,18.53371706766985,7.076206928189777,19.529141693580552,10.250891878283648,22.35145163113445,1.0
16,ilrma,3,10,3,0.6344375,1.0,30,1358822685,0,0,0.0,-3.1746849500938734,-2.8223099375538983,0.0,0.0,0.0
17,ilrma,3,10,3,0.6344375,1.0,30,1358822685,50,1,0.3799590143083469,8.054443190532496,20.087949771818867,11.229128140626367,22.910259709372763,1.0
18,wpe+ilrma,3,10,3,0.6344375,1.0,30,1358822685,0,0,0.0,-3.1746849500938734,-2.8223099375538983,0.0,0.0,0.0
19,wpe+ilrma,3,10,3,0.6344375,1.0,30,1358822685,100,1,0.9297181192006634,6.73636478718889,18.026947540053424,9.911049737282763,20.84925747760732,1.0
20,ilrma-t-IP,3,10,3,0.6344375,1.0,30,561383553,0,0,0.0,-3.308280539166955,-2.745879164002215,0.0,0.0,0.0
21,ilrma-t-IP,3,10,3,0.6344375,1.0,30,561383553,100,1,10.163335883100512,7.85263415168017,19.810952226314992,11.160914690847124,22.55683139031721,1.0
22,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,30,561383553,0,0,0.0,-3.308280539166955,-2.745879164002215,0.0,0.0,0.0
23,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,30,561383553,100,1,11.4562984461147,7.8659374472482,19.860924257003095,11.174217986415156,22.60680342100531,1.0
24,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,30,561383553,0,0,0.0,-3.308280539166955,-2.745879164002215,0.0,0.0,0.0
25,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,30,561383553,100,1,16.259867558591523,7.8659374472482,19.860924257003095,11.174217986415156,22.60680342100531,1.0
26,ilrma,3,10,3,0.6344375,1.0,30,561383553,0,0,0.0,-3.308280539166955,-2.745879164002215,0.0,0.0,0.0
27,ilrma,3,10,3,0.6344375,1.0,30,561383553,50,1,0.32467314647149786,8.001363738995167,19.790127429996854,11.30964427816212,22.536006593999065,1.0
28,wpe+ilrma,3,10,3,0.6344375,1.0,30,561383553,0,0,0.0,-3.308280539166955,-2.745879164002215,0.0,0.0,0.0
29,wpe+ilrma,3,10,3,0.6344375,1.0,30,561383553,100,1,0.8454656025889095,7.850195886392901,18.974559863174388,11.158476425559856,21.720439027176607,1.0
