,Algorithm,Sources,Interferers,Mics,RT60,Distance,SINR,seed,Iteration,Iteration_Index,Runtime [s],SI-SDR [dB],SI-SIR [dB],ΔSI-SDR [dB],ΔSI-SIR [dB],Success
0,ilrma-t-IP,3,10,3,0.6344375,1.0,30,1398375548,0,0,0.0,-3.284107792028552,-2.823226638545719,0.0,0.0,0.0
1,ilrma-t-IP,3,10,3,0.6344375,1.0,30,1398375548,100,1,9.588615164458965,7.992476854105284,20.437626537251102,11.276584646133836,23.260853175796825,1.0
2,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,30,1398375548,0,0,0.0,-3.284107792028552,-2.823226638545719,0.0,0.0,0.0
3,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,30,1398375548,100,1,12.513922515381878,6.5557965418136375,18.50731824572618,9.839904333842188,21.330544884271898,1.0
4,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,30,1398375548,0,0,0.0,-3.284107792028552,-2.823226638545719,0.0,0.0,0.0
5,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,30,1398375548,100,1,14.286067467501395,6.5557965418136375,18.50731824572618,9.839904333842188,21.330544884271898,1.0
6,ilrma,3,10,3,0.6344375,1.0,30,1398375548,0,0,0.0,-3.284107792028552,-2.823226638545719,0.0,0.0,0.0
7,ilrma,3,10,3,0.6344375,1.0,30,1398375548,100,1,2.771804363983983,1.436798355620959,9.971013704994178,4.720906147649511,12.794240343539897,1.0
8,wpe+ilrma,3,10,3,0.6344375,1.0,30,1398375548,0,0,0.0,-3.284107792028552,-2.823226638545719,0.0,0.0,0.0
9,wpe+ilrma,3,10,3,0.6344375,1.0,30,1398375548,100,1,3.088392172585602,0.2720626769816243,7.369228528524005,3.5561704690101767,10.192455167069724,1.0
10,ilrma-t-IP,3,10,3,0.6344375,1.0,30,1315268644,0,0,0.0,-3.156022700174691,-2.5222514945963037,0.0,0.0,0.0
11,ilrma-t-IP,3,10,3,0.6344375,1.0,30,1315268644,100,1,9.696098697733937,8.038816700828981,20.94954030252693,11.194839401003671,23.471791797123235,1.0
12,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,30,1315268644,0,0,0.0,-3.156022700174691,-2.5222514945963037,0.0,0.0,0.0
13,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,30,1315268644,100,1,12.572760153280393,6.389846707322469,18.723273717586366,9.54586940749716,21.24552521218267,1.0
14,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,30,1315268644,0,0,0.0,-3.156022700174691,-2.5222514945963037,0.0,0.0,0.0
15,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,30,1315268644,100,1,14.33494136641559,6.389846707322469,18.723273717586366,9.54586940749716,21.24552521218267,1.0
16,ilrma,3,10,3,0.6344375,1.0,30,1315268644,0,0,0.0,-3.156022700174691,-2.5222514945963037,0.0,0.0,0.0
17,ilrma,3,10,3,0.6344375,1.0,30,1315268644,100,1,2.7634823689059473,-0.18469558301445707,7.011689832822725,2.9713271171602336,9.53394132741903,1.0
18,wpe+ilrma,3,10,3,0.6344375,1.0,30,1315268644,0,0,0.0,-3.156022700174691,-2.5222514945963037,0.0,0.0,0.0
19,wpe+ilrma,3,10,3,0.6344375,1.0,30,1315268644,100,1,3.07656769855894,7.310666527722539,19.019889748782287,10.466689227897229,21.542141243378595,1.0
20,ilrma-t-IP,3,10,3,0.6344375,1.0,30,1675701733,0,0,0.0,-3.3185672990498767,-2.753045212567708,0.0,0.0,0.0
21,ilrma-t-IP,3,10,3,0.6344375,1.0,30,1675701733,100,1,9.590290987600987,6.660501606408935,18.243588884130986,9.979068905458812,20.996634096698696,1.0
22,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,30,1675701733,0,0,0.0,-3.3185672990498767,-2.753045212567708,0.0,0.0,0.0
23,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,30,1675701733,100,1,12.538004749861214,3.77316761472544,12.94903940531922,7.0917349137753165,15.70208461788693,1.0
24,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,30,1675701733,0,0,0.0,-3.3185672990498767,-2.753045212567708,0.0,0.0,0.0
25,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,30,1675701733,100,1,14.329344852260828,3.77316761472544,12.94903940531922,7.0917349137753165,15.70208461788693,1.0
26,ilrma,3,10,3,0.6344375,1.0,30,1675701733,0,0,0.0,-3.3185672990498767,-2.753045212567708,0.0,0.0,0.0
27,ilrma,3,10,3,0.6344375,1.0,30,1675701733,100,1,2.7675823823330536,6.775861908247759,17.407326665027654,10.094429207297637,20.160371877595363,1.0
28,wpe+ilrma,3,10,3,0.6344375,1.0,30,1675701733,0,0,0.0,-3.3185672990498767,-2.753045212567708,0.0,0.0,0.0
29,wpe+ilrma,3,10,3,0.6344375,1.0,30,1675701733,100,1,3.0933793350193985,6.997729243463142,17.07103683388117,10.316296542513019,19.82408204644888,1.0
30,ilrma-t-IP,3,10,3,0.6344375,1.0,30,1685103474,0,0,0.0,-3.2225185843455826,-2.6986926644963667,0.0,0.0,0.0
31,ilrma-t-IP,3,10,3,0.6344375,1.0,30,1685103474,100,1,9.68822057882275,7.898368463950152,20.349497826230643,11.120887048295733,23.04819049072701,1.0
32,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,30,1685103474,0,0,0.0,-3.2225185843455826,-2.6986926644963667,0.0,0.0,0.0
33,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,30,1685103474,100,1,12.596124444581559,7.020425931650674,18.98907375527379,10.242944515996257,21.687766419770156,1.0
34,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,30,1685103474,0,0,0.0,-3.2225185843455826,-2.6986926644963667,0.0,0.0,0.0
35,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,30,1685103474,100,1,14.31724247784881,7.020425931650674,18.98907375527379,10.242944515996257,21.687766419770156,1.0
36,ilrma,3,10,3,0.6344375,1.0,30,1685103474,0,0,0.0,-3.2225185843455826,-2.6986926644963667,0.0,0.0,0.0
37,ilrma,3,10,3,0.6344375,1.0,30,1685103474,100,1,2.77081335317742,7.820610211170519,19.73686799494643,11.043128795516102,22.435560659442796,1.0
38,wpe+ilrma,3,10,3,0.6344375,1.0,30,1685103474,0,0,0.0,-3.2225185843455826,-2.6986926644963667,0.0,0.0,0.0
39,wpe+ilrma,3,10,3,0.6344375,1.0,30,1685103474,100,1,3.0754001156720814,7.618665738921816,18.74277943518079,10.841184323267399,21.441472099677156,1.0
40,ilrma-t-IP,3,10,3,0.6344375,1.0,30,1402032510,0,0,0.0,-3.2681690251275612,-2.6247265407541343,0.0,0.0,0.0
41,ilrma-t-IP,3,10,3,0.6344375,1.0,30,1402032510,100,1,9.60554147364524,8.059885968694052,20.444532765355273,11.328054993821615,23.069259306109405,1.0
42,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,30,1402032510,0,0,0.0,-3.2681690251275612,-2.6247265407541343,0.0,0.0,0.0
43,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,30,1402032510,100,1,12.577606267155996,4.845153427471776,16.203390433500445,8.113322452599338,18.82811697425458,1.0
44,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,30,1402032510,0,0,0.0,-3.2681690251275612,-2.6247265407541343,0.0,0.0,0.0
45,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,30,1402032510,100,1,14.375714437282133,4.845153427471776,16.203390433500445,8.113322452599338,18.82811697425458,1.0
46,ilrma,3,10,3,0.6344375,1.0,30,1402032510,0,0,0.0,-3.2681690251275612,-2.6247265407541343,0.0,0.0,0.0
47,ilrma,3,10,3,0.6344375,1.0,30,1402032510,100,1,2.7516932732936223,2.9315648270327324,11.867256140032088,6.199733852160295,14.491982680786224,1.0
48,wpe+ilrma,3,10,3,0.6344375,1.0,30,1402032510,0,0,0.0,-3.2681690251275612,-2.6247265407541343,0.0,0.0,0.0
49,wpe+ilrma,3,10,3,0.6344375,1.0,30,1402032510,100,1,3.093601264534397,7.576022773708789,18.66553345693319,10.844191798836349,21.290259997687325,1.0
50,ilrma-t-IP,3,10,3,0.6344375,1.0,30,960721249,0,0,0.0,-3.165169370142604,-2.8043360585835373,0.0,0.0,0.0
