,Algorithm,Sources,Interferers,Mics,RT60,Distance,SINR,seed,Iteration,Iteration_Index,Runtime [s],SI-SDR [dB],SI-SIR [dB],ΔSI-SDR [dB],ΔSI-SIR [dB],Success
0,ilrma-t-IP,3,10,3,0.6344375,1.0,5,611926871,0,0,0.0,-4.83731470888744,-4.2858299897313215,0.0,0.0,0.0
1,ilrma-t-IP,3,10,3,0.6344375,1.0,5,611926871,100,1,8.652177842201437,1.4393063199544527,7.807517493335669,6.276621028841892,12.09334748306699,1.0
2,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,5,611926871,0,0,0.0,-4.83731470888744,-4.2858299897313215,0.0,0.0,0.0
3,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,5,611926871,100,1,10.905180844583914,1.1106551620874294,7.478290252987114,5.9479698709748705,11.764120242718436,1.0
4,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,5,611926871,0,0,0.0,-4.83731470888744,-4.2858299897313215,0.0,0.0,0.0
5,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,5,611926871,100,1,11.446805005512848,1.1106551620874294,7.478290252987114,5.9479698709748705,11.764120242718436,1.0
6,ilrma,3,10,3,0.6344375,1.0,5,611926871,0,0,0.0,-4.83731470888744,-4.2858299897313215,0.0,0.0,0.0
7,ilrma,3,10,3,0.6344375,1.0,5,611926871,100,1,1.948856846341861,1.5384491717724391,7.901974237495988,6.375763880659879,12.18780422722731,1.0
8,wpe+ilrma,3,10,3,0.6344375,1.0,5,611926871,0,0,0.0,-4.83731470888744,-4.2858299897313215,0.0,0.0,0.0
9,wpe+ilrma,3,10,3,0.6344375,1.0,5,611926871,100,1,4.143007298549694,0.6315403628887842,6.376449702664175,5.4688550717762245,10.662279692395495,1.0
10,ilrma-t-IP,3,10,3,0.6344375,1.0,5,410361373,0,0,0.0,-4.990862996698875,-4.472055329140905,0.0,0.0,0.0
