,Algorithm,Sources,Interferers,Mics,RT60,Distance,SINR,seed,Iteration,Iteration_Index,Runtime [s],SI-SDR [dB],SI-SIR [dB],ΔSI-SDR [dB],ΔSI-SIR [dB],Success
0,ilrma-t-IP,3,10,3,0.6344375,1.0,10,2008322435,0,0,0.0,-3.8317643167085316,-3.2107833299800634,0.0,0.0,0.0
1,ilrma-t-IP,3,10,3,0.6344375,1.0,10,2008322435,100,1,8.68076558589211,4.808382437045083,12.450985853256737,8.640146753753614,15.6617691832368,1.0
2,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,10,2008322435,0,0,0.0,-3.8317643167085316,-3.2107833299800634,0.0,0.0,0.0
3,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,10,2008322435,100,1,10.796763926564237,4.883276637727481,12.532630697549715,8.715040954436013,15.743414027529779,1.0
4,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,10,2008322435,0,0,0.0,-3.8317643167085316,-3.2107833299800634,0.0,0.0,0.0
5,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,10,2008322435,100,1,11.848054338388117,4.883276637727481,12.532630697549715,8.715040954436013,15.743414027529779,1.0
6,ilrma,3,10,3,0.6344375,1.0,10,2008322435,0,0,0.0,-3.8317643167085316,-3.2107833299800634,0.0,0.0,0.0
7,ilrma,3,10,3,0.6344375,1.0,10,2008322435,100,1,2.4768923363995623,4.899047812448824,12.267631587945127,8.730812129157355,15.47841491792519,1.0
8,wpe+ilrma,3,10,3,0.6344375,1.0,10,2008322435,0,0,0.0,-3.8317643167085316,-3.2107833299800634,0.0,0.0,0.0
9,wpe+ilrma,3,10,3,0.6344375,1.0,10,2008322435,100,1,5.261931890416503,3.5033980757514698,10.70904004480404,7.335162392460002,13.919823374784102,1.0
10,ilrma-t-IP,3,10,3,0.6344375,1.0,20,665605494,0,0,0.0,-3.329441959981935,-2.6233522159753693,0.0,0.0,0.0
11,ilrma-t-IP,3,10,3,0.6344375,1.0,20,665605494,100,1,8.69304402492445,7.249923323887622,18.033997159954428,10.579365283869556,20.6573493759298,1.0
12,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,20,665605494,0,0,0.0,-3.329441959981935,-2.6233522159753693,0.0,0.0,0.0
13,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,20,665605494,100,1,10.840338238014969,7.118200774340562,17.61645953084206,10.447642734322498,20.23981174681743,1.0
14,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,20,665605494,0,0,0.0,-3.329441959981935,-2.6233522159753693,0.0,0.0,0.0
15,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,20,665605494,100,1,11.894452298107053,7.118200774340562,17.61645953084206,10.447642734322498,20.23981174681743,1.0
16,ilrma,3,10,3,0.6344375,1.0,20,665605494,0,0,0.0,-3.329441959981935,-2.6233522159753693,0.0,0.0,0.0
17,ilrma,3,10,3,0.6344375,1.0,20,665605494,100,1,2.4671494910244185,7.252849281425544,17.409214058845066,10.582291241407479,20.032566274820436,1.0
18,wpe+ilrma,3,10,3,0.6344375,1.0,20,665605494,0,0,0.0,-3.329441959981935,-2.6233522159753693,0.0,0.0,0.0
19,wpe+ilrma,3,10,3,0.6344375,1.0,20,665605494,100,1,5.238787149116182,6.645450685135182,15.924299129054921,9.974892645117118,18.547651345030292,1.0
20,ilrma-t-IP,3,10,3,0.6344375,1.0,25,1605979227,0,0,0.0,-3.137861850811714,-2.620109304531183,0.0,0.0,0.0
21,ilrma-t-IP,3,10,3,0.6344375,1.0,25,1605979227,100,1,8.746811581017678,8.193164137030143,20.018031060551394,11.331025987841857,22.638140365082577,1.0
22,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,25,1605979227,0,0,0.0,-3.137861850811714,-2.620109304531183,0.0,0.0,0.0
23,ilrma-t-iss-seq,3,10,3,0.6344375,1.0,25,1605979227,100,1,10.857935969775355,8.1935273171749,20.024682649026797,11.33138916798661,22.64479195355798,1.0
24,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,25,1605979227,0,0,0.0,-3.137861850811714,-2.620109304531183,0.0,0.0,0.0
25,ilrma-t-iss-joint,3,10,3,0.6344375,1.0,25,1605979227,100,1,11.936777226570216,8.1935273171749,20.024682649026797,11.33138916798661,22.64479195355798,1.0
26,ilrma,3,10,3,0.6344375,1.0,25,1605979227,0,0,0.0,-3.137861850811714,-2.620109304531183,0.0,0.0,0.0
27,ilrma,3,10,3,0.6344375,1.0,25,1605979227,100,1,2.4454269540068583,8.19892436367106,19.496754308858886,11.336786214482771,22.11686361339007,1.0
28,wpe+ilrma,3,10,3,0.6344375,1.0,25,1605979227,0,0,0.0,-3.137861850811714,-2.620109304531183,0.0,0.0,0.0
29,wpe+ilrma,3,10,3,0.6344375,1.0,25,1605979227,100,1,5.224321757970253,5.332930222282517,15.974144113644641,8.47079207309423,18.594253418175825,1.0
30,ilrma-t-IP,3,10,3,0.6344375,1.0,-10,1598483384,0,0,0.0,-15.191574428275217,-14.97213630245752,0.0,0.0,0.0
31,ilrma-t-IP,3,10,3,0.6344375,1.0,-10,1598483384,100,1,8.773553501141421,-15.64883968704644,-11.436065349044185,-0.4572652587712233,3.5360709534133328,0.0
